genes	DAL_1	DAL_2	DAL_3	DAL_4	DAL_5	DAL_6	DAL_7	DAL_8	DAL_9	DAL_10	V2_1	V2_2	V2_3	V2_4	V2_5	V2_6	V2_7	V2_8	V2_9	V2_10	AB_KCs_1	AB_KCs_2	AB_KCs_3	AB_KCs_4	AB_KCs_5	AB_KCs_6	AB_KCs_7	AB_KCs_8	AB_KCs_9	AB_KCs_10	G_KCs_1	G_KCs_2	G_KCs_3	G_KCs_4	G_KCs_5	G_KCs_6	G_KCs_7	G_KCs_8	G_KCs_9	G_KCs_10	G_KCs_11	G_KCs_12	V3_1	V3_2	V3_3	V3_4	V3_5	V3_6	V3_7	V3_8	V3_9	V3_10	R27_1	R27_2	R27_3	R27_4	R27_5	R27_6	R27_7	R27_8	G386_1	G386_2	G386_3	G386_4	G386_5	G386_6	G386_7	G386_8	G386_9
aPKC	10.05043851	10.10645295	10.14844695	9.910201151	10.43459472	10.31265766	11.10856017	10.03955187	10.39512653	10.40674136	10.89705068	10.45220913	10.46582171	10.43450863	11.06174497	10.4828522	9.962603264	9.880967357000001	10.8016806	10.08104345	11.0507755	11.01693961	10.62065588	10.66532608	11.01202622	10.02404347	10.80677428	10.33213169	10.58578566	11.11642112	11.00898948	10.49599862	10.66795324	10.83663375	11.01732287	11.37002568	10.48438959	10.63357197	10.72130088	10.79486561	11.24923679	10.57290288	9.832344432000001	10.63025185	10.12887611	11.32053534	10.0908434	9.942195278	10.59269865	10.38533411	10.73517155	9.521546118	10.81196088	10.35778648	10.23354849	10.52924151	9.426735923999999	10.82947311	9.803462876000001	10.02448931	10.51933479	10.55117503	10.8019054	9.780122375	10.05875357	11.60302816	9.688519054	10.2876089	9.685880683999999
Appl	12.05980834	12.66729064	12.59645328	12.61716208	12.63722433	12.64368683	13.49909521	12.79424316	12.53580117	12.50741828	13.2627595	13.49938706	13.06770905	13.23554547	13.437682800000001	12.96246264	13.30218457	13.23976427	13.28563164	12.61176594	15.30151573	14.55431599	14.88830925	14.15036496	14.61394117	14.14315617	14.58929758	14.27068824	14.41883077	15.16680093	14.58839169	13.64929824	13.83688095	14.19651314	14.26246352	15.03398323	13.74743349	14.19914073	13.82521206	14.14159158	14.37616337	13.85229629	12.90068806	13.23639027	13.35154871	12.89895763	12.34411384	13.10415822	13.16385546	12.80167057	13.18735537	12.58268963	12.67554483	12.0853132	12.08821034	12.44796407	12.50193883	12.48675912	12.32959385	12.42130264	12.74017118	12.35613609	12.96592767	12.20205492	11.97169238	12.5400948	12.09535943	12.24770728	11.82362109
arm	8.361613776	9.441058205	9.748248487	9.804220094	10.42243044	9.335361784	9.939970698	9.652515753	9.041670395	9.926382375	10.04187903	9.984924835	10.14396624	10.06109294	10.17713069	9.742679027000001	9.861414995	10.20159156	9.859396798999999	9.963979389	9.95336483	9.712132597	9.84962648	10.03630324	9.664428914	10.08780034	9.591171972	10.26313697	9.915547428	9.884570279	9.825378085	10.22196719	9.991898547	9.547689929	9.75048157	9.623981928	9.596176219	10.11849684	9.601709492000001	9.666851389	9.479780736	9.718731829	9.420963855	9.703068239	9.430689589	9.691655491	9.418278775	9.612849873	9.661091022999999	9.491785637000001	9.324709677000001	9.98317025	9.880717126	9.616113965	9.218881086	9.239682916	9.655815902999999	9.929507312	8.302206242999999	10.32268635	9.733426963	9.837003982	9.307019658	9.561713152000001	9.690581928	9.124196191000001	9.558247408	9.964664435	10.08091956
armi	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.894958852	4.225041321	4.113453204	3.568993046	3.67641509	3.127994386	4.1588222880000005	3.939643832	5.464975624	4.341573492	4.695596463	4.264313908	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0212145930000003	1.7990960809999998	2.614339539	5.527213369	1.721784095	1.764249776	1.884859039	5.597352596	1.956247265
arr	7.427318972	7.266563477999999	7.719095998999999	5.596701027000001	3.7364468360000003	3.9212796460000003	6.66315011	5.190289887	6.875048335	6.043684128	3.88931837	7.322222149	7.661000809	6.923357737000001	7.808351106	6.468610667999999	7.6014427389999994	6.527948198	7.6007980779999995	7.12726088	7.275320316	7.895603252000001	7.684368457000001	7.454187775	7.406543527999999	7.835403953999999	7.346565232000001	7.48989425	7.020601271	7.606133474	7.409925267999999	7.510838709	7.43159342	7.234575948	7.260625028	7.773854955	7.160930948	7.643044231	7.312048506	7.129934199	7.482280281	7.2820696	5.32784578	7.275313607999999	3.736718335	7.483141115	7.439944784	7.024358643999999	3.748937228	4.010004689	3.908792055	6.6047499279999995	6.3462538020000006	8.079637391	5.223213872	5.753734503	3.757757663	3.741767353	6.144688713	3.854636087	7.883321068	5.107213732	5.1261102030000005	4.531841473	7.145906359	3.876618432	3.780542895	3.828969225	3.805715677
aru	4.923377061	5.399546663	5.488134649	2.780935135	4.94608802	4.826383759	2.259323061	4.960358836	4.276446104	1.859303959	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.683734872	3.8472012510000004	1.831092965	2.965473672	3.353343008	5.156550814	4.837413464	3.869956671	2.2312193380000003	3.7944644139999997	4.455170478	5.099818378	1.824255199	4.66913875	5.8575870960000005	5.353604387	5.587070439	1.8313828230000002	1.9047437269999998	1.864624144	5.462903549	5.510963608	3.021376332	6.010029815	6.810388633	5.1394159639999994	8.032094676
Atx2	9.450417737999999	8.455446802	9.212058362	9.14906374	8.925098954	9.043269037	9.430181994	9.260911228	8.942967084	9.48526659	9.316015485	9.288380273	9.391548799	9.447344541	9.20749904	8.836792922999999	9.344952227	8.809801489	8.989014172000001	9.36853923	10.15227271	10.18038284	10.14618048	9.687464972	10.01386453	9.315784268	9.890948379	10.02629657	9.712711658	10.50613618	9.974715403	9.59128479	9.641417034	9.627989382	9.820130646	10.01974948	9.418277455	9.884748311000001	9.475256694	9.733771744	9.57109485	9.288663294	9.714752962	9.614411511	9.308909332999999	9.116982137	9.022275922	9.814625335	9.313703347	8.831690927	9.843608147000001	9.712551235	9.943819053	8.608740623	9.43200731	9.278043298	9.325914317	8.769995089	8.973837753	9.756093011	10.4259903	9.713766893999999	10.56278669	9.219048829	8.956652438999999	9.203949406	10.04291758	9.104380153	10.17690092
be	4.716028083	6.707074812999999	6.773232618	6.274518582000001	6.105044006	6.907925586	5.658833518	6.727547457000001	6.185386619	7.35963836	6.129980024	6.307319279	6.101517835	5.9677859579999994	5.945797475	6.2024015089999995	4.967663498	5.34014014	5.82153759	5.335549841000001	6.378006274	6.584034468	6.484586523	6.054880447	6.470927406	6.499427435	6.8821028339999994	6.10057691	5.43455228	6.709431386	6.633712657	6.063339525	6.107374312999999	6.265355102999999	6.4422806360000004	6.227821527000001	6.364446989	6.377040535	6.408310869	5.877337314	6.302089189	6.09068314	4.001973578	6.54141886	6.39657892	6.696441212000001	5.203033469	6.52464712	6.223296551000001	5.8668772360000006	7.155418029	6.109825014	3.694379195	6.876442902000001	7.044712142000001	6.169642197000001	7.343935729	6.380345287999999	3.719917006	5.341203077	5.442781015	6.056377897000001	6.3420535739999995	6.532642017000001	6.925875772	7.5271418610000005	5.069775432	5.106244531000001	8.213043567
brp	10.20114427	10.66268077	11.10523687	11.11220261	10.46653552	10.02878718	10.76251111	10.37861694	10.47939688	10.86083027	11.09654831	11.19264769	11.06276601	11.59430517	11.24525977	11.35565436	11.89696848	11.84629464	11.39201907	10.86316961	12.60035936	12.15019502	12.43045839	11.89400448	12.08008229	11.65614984	12.3785352	11.900990199999999	11.67693206	12.19653208	11.76662788	10.91208223	11.25328949	11.29023593	11.36943509	11.61815803	11.13270258	11.532554600000001	11.21798826	11.27066238	11.58264387	11.01417311	11.57164374	11.75496757	11.13231363	11.35852262	11.03941389	10.64783025	11.21347374	11.33048415	10.94049341	11.7168519	9.935433952999999	9.582668417999999	9.283880312	10.80143678	10.43477363	9.89343678	10.38424757	9.741610478	9.697978017	10.50529779	10.55037591	10.36536371	10.03832737	10.46328337	9.534331434	10.95976262	7.840974371000001
bs	1.9354444469999998	1.941303051	3.161839961	3.922740736	4.663297912	6.196489835	5.651950291	4.087947459	1.924799355	1.98041091	4.136030182	5.2939571910000005	6.446466797999999	1.907681427	4.957592101	5.427037403	1.919877541	2.132584341	4.679633746	5.503972647	4.71703759	5.0791556710000005	3.530239059	5.085632363	5.460252627000001	5.057335527	5.034321444	5.666655283	5.827812203	6.022733243999999	5.233890798	4.407553076	4.545293228	5.86711538	4.657024949	5.946573308	5.03147467	5.547661624	5.447750651000001	4.825614084	4.405610971000001	4.456146862	4.298000098	4.316978097	5.05909224	2.332682286	5.330696787	3.444719441	1.97646315	1.931854659	6.7647646429999995	1.9415614819999998	6.509759346	1.951010825	4.891277412	3.9226512469999997	4.570079069	1.9585662119999998	2.032014565	1.946079233	2.0348464809999998	2.864201127	1.951490054	1.924568303	1.931067354	4.010217566000001	3.9536524739999996	1.9280745559999999	2.7014775839999996
bsk	10.33546898	9.62424063	10.42852577	10.86496153	9.786725513	10.0765316	10.65958491	10.51801497	10.60075711	9.502249292	10.28099258	10.86705223	10.84345061	11.04409298	9.551477667	10.78961494	11.03436049	10.806217199999999	10.99638671	10.57098215	9.909552862	10.67173449	10.43847092	10.47677002	10.61805177	10.74462964	10.51346856	10.34924928	9.905242946	10.313132300000001	10.62624026	10.86983593	10.58297547	10.57665667	10.91597728	10.8917141	11.13288668	10.6590597	11.14737962	10.77229142	10.99375314	11.15855218	10.64495365	10.85250315	11.42118714	10.62303688	10.64928932	10.31514376	10.52918274	11.08782496	10.43216325	11.54322951	10.67157762	10.54756831	9.60008206	10.62915033	10.64501941	11.34754558	7.498818182999999	10.54649658	10.97755223	10.24745412	10.36745425	10.97664945	10.93855694	10.17651424	9.748299976	11.63419289	10.17376266
Btk29A	6.406018883	7.38976412	8.884757557999999	8.02631527	8.276821327999999	8.055775457000001	8.411376667	8.72137603	8.12738996	8.804752405	7.79620284	8.085172513	8.418158753	8.238551246	8.728990902	7.773706557000001	5.116657937	7.506129558	7.900921237	7.403630786	7.671205975	6.9451428570000004	7.550899545	7.559915083	7.036186821	5.058752612	7.661172229	6.604608431	7.316203344	8.108933755	8.151902734	6.856006775	7.17830353	7.768960872999999	7.823213013999999	7.750548266	7.175161537	7.358297692000001	7.149046912	7.476587975	6.701649059	7.648853095	8.027248026	7.9353712320000005	7.992340649	8.996208046	7.101173662000001	8.695555291	8.859195782999999	7.62479982	8.549090997	8.218384841	9.044610082	7.8161171760000006	6.281185731	6.959551015	7.911184531	7.887918442999999	7.373688018999999	8.345949352	6.8821859970000006	8.17749233	6.884721132	5.678511014	7.060910174	7.68848791	8.263170795	6.274097105	6.010199638
CaMKII	12.65043447	12.82142812	12.73391952	13.4541346	12.74282816	12.25495559	13.76285701	12.55805692	13.20592176	13.238038199999998	13.42135483	13.59099335	13.31632974	13.20094156	13.27042003	13.35374581	13.22446023	13.15087116	13.568625	12.73395023	12.86912097	14.19190739	12.79835197	13.01910791	13.45269698	12.50440611	13.17316082	12.52274094	13.03160976	13.25441391	13.32411615	12.99132215	13.04100341	13.45442082	13.76874407	13.65675008	13.44094512	12.92762604	13.43691169	13.61212259	13.83305673	13.21648595	13.297382699999998	13.32525666	13.35509048	12.73154444	12.30747359	12.77498285	12.63014674	13.41905364	12.97108729	12.78097772	13.01377156	12.26764582	12.17816273	13.00083076	13.01752844	12.89545629	12.33979204	11.83467742	13.73036019	12.21898222	13.607215400000001	12.574788	12.13394247	13.01488561	11.62724858	11.79845223	10.65384935
CanA1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CASK	10.16616249	10.30584671	10.38656858	11.04569531	10.70937995	10.61796346	11.25414774	10.77849193	10.22480124	10.72107592	10.79077014	11.01796967	10.83000054	10.78970333	11.17658702	10.60254485	10.78628698	10.74038264	10.93223867	10.41158476	11.9063225	11.22719329	11.88847868	11.186119	11.32429196	10.887654800000002	11.61857888	11.06995806	10.78002218	11.61904526	11.4362364	10.51526773	10.73969746	11.06195677	10.90872371	11.37895274	10.48409211	11.03236822	10.60332557	10.93842688	11.04408118	10.54583603	10.54449959	11.22967177	10.67986464	10.88539728	10.37742321	10.74747369	10.7297063	10.74303785	10.60443422	10.89115166	10.21140983	10.01321786	10.49021834	10.83609631	10.14533031	10.80621489	9.434225581	10.06196981	10.17718157	10.3617142	10.50107426	10.55195717	9.711972832	11.0794091	10.15781835	10.65525823	9.854644941
cer	8.498506371	7.011841961	8.981442657999999	7.59342836	8.291117736	9.524437501	7.110101983	8.78911186	5.300975864	8.448203324	6.598618352999999	7.133419969	7.5042179120000005	7.062430409	6.923121674	6.736077148	6.952407036	7.2810850689999995	6.743238196	7.309266486	5.835585364	6.327177185	6.669602883	6.98072037	6.430329277999999	7.532414406	6.217738558	6.8770677529999995	7.657600295	7.388949577000001	6.363011587000001	6.451726723999999	6.303399441	6.521302593	6.752432754	6.60596257	6.609552995	6.625805795	6.555796872	6.5555414370000005	6.691906747999999	6.995576053	8.56364321	7.757126991	7.0196115489999995	8.249956372	7.504354234	7.996917817999999	7.54063744	6.689930086	8.117659152	8.040447227000001	9.790488378	7.853328842000001	8.900397756	8.23510464	8.727706688	8.677227855	9.427253821	8.809122172	9.394843394	8.872729588	8.431928312	8.084312185	7.683822383	8.756668342000001	9.36141071	8.512132268	9.920691341
CG1910	4.2027057	4.557865566	6.988349583	6.818131449	7.667533558	6.135364585	7.042869325	7.45588085	6.409681889	4.215629843	6.983478686000001	7.227403882000001	7.747147777	5.992358144	6.992339577999999	7.407184175	7.645679138999999	6.586276524	6.678989597999999	7.393004583	7.046110076000001	7.216854584	7.195965478	7.077461399	6.709947961	7.964700127	7.609583146	7.328451868999999	6.134996257	7.15525233	7.628558295	7.779280125	7.543081367	7.184387039	7.406291982999999	7.2553372220000005	7.294382735	7.84525937	7.577464452999999	7.661970462	7.418208292	7.234189392	6.04328128	6.904825797000001	6.956782777000001	4.777320005	6.383777987	6.738615216	5.706444017000001	7.120361536	5.510129562	6.8110644989999996	6.951922521	6.8391914929999995	6.840855174	4.205372214	6.979644167000001	4.20924568	8.093392771	4.205686312	4.23243714	7.671402171	6.862077727999999	4.689293635	7.004096956000001	5.970525309	6.711655086	4.20066725	6.835367729
CG4612	9.793950442	11.03793348	11.09875786	11.43232914	10.89685727	10.27489645	11.60739321	10.89770433	10.6784961	11.48267072	11.53354386	11.06991907	11.23211835	11.08040259	11.66090612	11.17386407	11.10810256	10.96279022	11.09385122	10.83495481	11.84478764	11.75959257	11.5600289	11.40742268	11.59098873	11.11923424	11.79888982	11.28554437	11.20139055	11.71705042	12.0417369	11.06859055	11.17081037	11.701090800000001	11.45743593	11.92364123	11.36085763	11.57695419	11.21135311	11.43565606	11.585431100000001	11.14857048	11.2273434	11.59376039	11.59252091	11.34028497	11.26252285	11.14506129	10.99074494	11.74331951	11.33243657	11.29330574	11.47621643	10.88272395	11.157124900000001	11.248603999999998	11.17035974	11.83462297	11.36770984	11.37869993	10.9214275	10.69558063	10.94244107	11.32411986	11.22923044	11.25061541	10.65043758	10.61517051	9.76423607
CG5541	4.802077616	6.375351368	7.398721769	3.321047451	4.936164665	7.4868086389999995	6.335077251	6.6547455310000005	6.594926005	3.32322863	3.5015092410000004	5.575068623	5.386963046	6.6741319	4.985846561000001	4.866497361	6.038121765	5.77601297	5.742494476	6.526235967000001	6.881418673	6.164266216000001	7.064625622	5.581115661	5.723456672999999	5.496879244	7.247873065	6.607040157	5.258199904	6.5615243539999994	5.832195962999999	5.9068385779999995	6.258311658999999	5.361252031	5.64118279	5.811207747	5.514513449	6.766962095	5.84493101	5.901699899	5.548012271	6.0851959870000005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.6358404930000003	6.0028386	6.2586363679999995	5.63837535	4.785868061	3.0895179539999997	5.399544002000001	3.2551535169999997	6.246568175	3.1060789439999996	6.516641608	4.469875213	6.7642564279999995	3.580187993	4.559045132	3.07215099	3.18037676
cher	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chico	8.387691604	8.284024081	6.054888914	5.585222896	7.115120521000001	5.883280285	8.142597448	7.607036142	8.440956466	8.453644986	6.217194168	7.3213876970000005	7.827395666	8.047944895	8.159854307	8.907461099999999	8.612150805	8.245491125	8.328843677	7.660895056	7.036024643999999	8.360662146000001	8.432582039	7.718797764	7.904724027	5.80636185	7.802964877000001	7.663873801	8.343238507	7.593521859	8.071864462	8.060767506	7.779200553	8.174827512	8.353707529	7.78426333	7.97378901	7.651450587	7.929492965	8.060251659	7.963610514	7.816011682	6.800585217999999	8.055641142	5.788470337000001	6.934152094	8.056285278999999	6.934932083	6.165680005	7.173005875	5.79158715	8.488641395	6.835426759	8.586537416	8.208790878	6.50392625	4.53974553	5.714668898999999	6.412563698	7.545466558999999	4.548072966	9.758904999	4.660978975	4.576067763999999	6.990288561	5.008418941	7.172877917	9.038095654	7.987879324
CRMP	8.815286597	8.091139271	9.538448535	8.923502974	8.545397295	9.402326172	9.390886634	8.526961457999999	8.662034226	9.591166501	9.13716551	9.089474927000001	8.686029627	9.257699468	9.135976614	8.262478742999999	8.407360874	8.390369907	8.898206914	7.969734658999999	9.904113129	9.410488317	9.624307765	9.153711585	9.585430137000001	8.794758717	9.243721958	9.524474036	9.285234173	9.900679151	9.094300959	8.788842486	8.782961396000001	9.243672789	9.196225501	9.613786582000001	8.934341477	8.952472917	8.840461767999999	9.091732466	9.311258087	8.733411931000001	7.640351691	8.955158287	8.935193382000001	8.599040777999999	8.289429007999999	8.729955104	9.090604058	8.571241784	8.037715014	9.228896991000001	9.039674834	7.451605221	8.615233400000001	8.254809791	7.983643746	9.359943231	9.205288055	9.324384409	7.085737894	6.899647536	7.731032679	8.503037747	8.187891158	8.782821078	8.207085705	8.050792628	10.44655564
dbr	7.981083333	6.595295677	8.096763444	7.519786721	7.965835165	7.03368199	8.178143724	8.630801497	8.300943032000001	7.601254886	7.886137933	7.448916023	6.048783972000001	8.357568187	8.194019464	7.124271024	8.701100306	8.695663889	8.478656817000001	8.038752116	7.729064855	8.272344807	8.28266961	7.59338144	7.884516875	6.278152525	7.291953047000001	7.1608481379999995	7.372132026	7.688399507000001	7.514375508	7.5888965939999995	7.122204298	6.44692438	7.4117331470000005	7.5102269260000005	7.1831958920000005	7.175004919	7.370094265	7.211871587	7.38309273	6.891088492000001	7.263716881000001	7.711925568	7.6926706970000005	5.20906949	8.134586336	7.423551516	4.698691172	7.490833965	5.536409495	7.71508451	8.453733086	7.8936307779999995	7.804599691	7.639155486	7.9317188629999995	4.760677905	4.709917454	7.33549062	7.126804807	5.164746919	8.369830839	7.7762339560000004	5.759020681	8.607435928	6.561262038	7.749060173999999	4.726523566
Ddc	10.04672465	12.1275349	11.42775417	12.0139153	10.7202849	11.76999595	11.04587933	11.31981145	11.62240683	10.84508161	12.20808121	12.41438284	12.11270307	12.48426314	12.1823506	12.4041599	12.53065665	12.44949174	12.49936033	11.84238222	12.7110022	11.50784792	12.87897942	11.81961582	12.36664257	11.91946628	12.43951898	11.61731952	11.74559362	11.94753231	12.01229362	11.84423777	12.10787727	11.93836911	11.60298472	12.06998468	11.796297099999999	11.97804626	11.82798624	11.95322603	11.8001923	11.48399368	10.39441897	11.63236293	9.973970572	9.905864391	10.61262284	10.47692092	11.01949097	11.74016788	10.84812429	9.806144997	10.8088757	9.714089181	9.673993046	11.25188482	10.45615114	9.408468055	11.23658793	10.7666815	11.30584039	11.24104628	10.75092237	9.236498339	9.289184838999999	11.5597925	10.8230595	9.037235761	9.660297482
dikar	8.126278632	7.869382119	8.294414573	7.74700233	8.187136886000001	7.840165053	8.560053856	8.517441684	8.527049861	7.622839441	9.153679532	8.561477389	8.088645997	9.22356914	7.619347453	8.659244863	8.537742771	8.281990378	8.665392228	8.582822325	10.23067067	10.25052217	10.39854231	9.75390259	9.877559383	9.74217844	10.59140887	9.955255138	9.608625489	10.10164666	10.11712023	9.801527775	9.700163169	9.605253186	9.51662706	9.745565129	9.331023273	10.19307441	9.803255642	9.607941624	9.720539538999999	9.404745426	7.922904937999999	8.532840432	6.944653017	8.437095232	8.361257748	8.324850364	8.925705717	8.334885396	7.859624928	8.422653336	5.874021319	7.376495084	7.035670916	8.467365544	8.197272343	6.972956593999999	5.98138741	6.939085628	6.2093756529999995	7.832484301	7.250440302	8.522923129	7.850284791	7.756311149	6.0550076420000005	6.365515374	6.099268938
dnc	11.826370800000001	12.34899635	12.31813158	12.80627612	11.93600264	11.94255289	12.72703282	12.18834145	12.19072861	12.115063300000001	12.56880691	13.10744218	12.57516219	12.78343685	12.52805215	12.6942059	13.07954177	12.85382165	12.93816142	12.20512612	14.65440655	13.71205256	14.45227627	13.56328733	14.28386205	13.60360691	14.23655769	13.63847651	13.57821584	14.38105597	14.13757076	13.42384854	13.68711416	13.86027102	14.00565094	14.56366841	13.55084493	13.84598255	13.52745628	13.73273057	14.114448499999998	13.37715916	12.89006959	12.97798887	12.79277764	12.24187745	12.35191202	12.63736767	12.647718199999998	13.28817181	12.30876949	12.56710549	12.34800276	12.53887797	12.1046615	12.78624689	12.46304741	12.32549933	12.18618501	12.34762796	12.12988033	12.39863415	12.37436362	12.03810593	12.50303076	12.321162300000001	11.87785227	12.60617528	11.89517528
dome	7.975097902000001	6.953414033	6.212853571	6.8913521179999995	8.349425287	7.44910184	6.908599631	6.235498692999999	6.509981705	7.553266301	4.443671627	6.114696948	3.880978606	7.754757789	6.719683083	5.025383597	5.422260271	6.679718721	6.763288384	6.636116264	6.737854852000001	6.617462207000001	6.642966649	6.293974422000001	6.502484319	6.876446206000001	6.2037079	6.607396102	7.097022165	6.460584892999999	6.539067086	6.443949	6.8062724160000005	6.830338106	6.4643910479999995	6.60533034	6.27698694	6.90597078	5.9695349470000005	6.2146572429999996	6.087949125	5.995963276	6.491216669	6.225464432000001	6.643190604	3.6813693460000003	6.482362107999999	6.754499439	6.979270253999999	5.74792879	6.114517652000001	5.942817226	3.645444547	4.325389426	5.580433338	6.409865991	7.574310382999999	3.52170345	3.553423585	3.644193724	3.780189473	7.91049034	6.548929131	5.841097458999999	5.78524654	6.381180757999999	5.498706867	7.585491365	3.588306368
DopEcR	10.64876686	10.09181664	10.40405432	11.13900986	10.40002016	10.04558237	11.27402549	10.7088001	10.20140455	11.08569446	10.91185463	11.13313673	10.37322521	11.11788783	11.22366755	11.27523082	11.262794099999999	11.37314162	11.42336194	11.112506199999999	12.27135743	12.1652016	12.09369677	11.68368423	12.10523746	11.82880437	12.46127763	11.47492963	11.81155207	12.18592948	11.97556903	11.50749059	11.85488651	11.64938737	11.90344491	12.16394174	11.71029332	11.71137509	11.76702126	11.72225427	11.99735077	11.60826175	10.60836148	11.53334486	10.86721785	10.91433337	10.79307561	11.24262487	11.40032764	11.29132859	11.17218929	10.81850768	10.79686634	11.47696995	10.77900365	11.23890677	11.11541879	11.25838267	9.774071679	10.84227127	10.32588837	9.965797273	11.41783668	11.2113719	11.43257601	10.59315374	10.43398205	11.33465059	11.29412729
drk	9.149188252	9.914465717999999	9.522625605	9.57726828	9.18720995	9.199681308999999	9.367920005	10.23238122	8.556078563	9.780412738999999	8.198000322999999	9.315979665	9.767448192	9.594738174	9.539269034	9.79130361	9.213813652	8.995164028	9.309723956000001	8.997432521	9.697693881000001	10.00141434	9.543997702999999	9.475092106	9.657326654	8.615831498	9.486525466	9.086660516	8.62151285	9.649261414	9.579839400000001	9.506045976000001	9.438561138999999	9.804534811	10.02161549	9.693232579	9.512189258	9.522277582000001	9.646882672	9.627958008	9.677072666	9.373930993	8.548724867	9.416505512	8.865304853	7.601629958999999	9.246365765	9.087850863	8.465189644	9.344944882	9.760704449	9.702717768	9.772650099	9.342270758	9.874010499	9.316640729	9.309922771	9.617635431	9.64132314	8.90698497	9.690803927000001	8.928620047999999	8.236809238	9.642322418	9.148985017000001	9.403333811	9.700244642000001	9.191221608	8.755537684
drl	4.6703912569999995	7.270067535	7.11301653	7.020657457	7.5897420229999994	6.525148137	7.038940218	6.7093904470000005	6.516830422000001	5.923161114	7.609284388	8.3910565	8.921950873	8.482882488	7.720463757	8.088024297	8.286803734	7.629117234	7.272735093	7.445380799	8.616946215	8.291516177	9.420251875	8.690715004	8.314769652999999	8.161589961	9.025553536	8.708913426	8.478910728999999	8.663863402	8.674820266000001	8.114263116	8.207407408	8.34220833	7.752652717	8.366198179	7.775346237999999	8.660145594	7.991434599999999	7.8257989089999995	8.461160785	8.17526709	9.091354863	8.773945486	9.512312284	9.442694757	9.398726664	9.216801706	9.500726654	7.959879644	8.653577817	9.153668705	9.29491548	8.259462833999999	8.190779569	8.547472597	9.175718666	9.837426746	6.890969837	9.417596455	8.537553123	7.480192279	9.1329162	9.104309046000001	9.451804837000001	8.727495515	7.717990092999999	8.806899958999999	6.056363062000001
eag	8.009718737	10.12693913	9.47427332	9.666915	7.96194402	9.066509152	9.851391771	9.289034966000001	8.543125319	9.441366028	9.520481355	10.03977732	9.38625994	9.902955699999998	9.839006447000001	9.97710211	9.293933528	9.721643846000001	9.771097815	9.128051414	11.08955788	10.340764199999999	10.98025361	10.23635365	10.36305084	10.21967489	10.72933306	10.24492387	10.619941800000001	11.02511302	10.25971281	9.267380151000001	9.839112893	9.817731507000001	10.10227573	10.41173699	9.79026684	10.129805300000001	9.798401705	10.02611002	10.28359449	9.548810351	9.383150855	10.34623683	8.928573501	9.416617515	9.727168782	10.06326881	9.349480815	10.03226571	9.883718049	10.015939900000001	9.189786598	5.925318022999999	7.946253692999999	8.581312415	7.86316765	6.660420867000001	8.128009593	7.007818407	9.262156635	6.212834504	9.616263273	7.960832227999999	7.528285728999999	9.517809197	7.722438017000001	8.505895724	8.827394046
