genes	DAL_1	DAL_2	DAL_3	DAL_4	DAL_5	DAL_6	DAL_7	DAL_8	DAL_9	DAL_10	V2_1	V2_2	V2_3	V2_4	V2_5	V2_6	V2_7	V2_8	V2_9	V2_10	AB_KCs_1	AB_KCs_2	AB_KCs_3	AB_KCs_4	AB_KCs_5	AB_KCs_6	AB_KCs_7	AB_KCs_8	AB_KCs_9	AB_KCs_10	G_KCs_1	G_KCs_2	G_KCs_3	G_KCs_4	G_KCs_5	G_KCs_6	G_KCs_7	G_KCs_8	G_KCs_9	G_KCs_10	G_KCs_11	G_KCs_12	V3_1	V3_2	V3_3	V3_4	V3_5	V3_6	V3_7	V3_8	V3_9	V3_10	R27_1	R27_2	R27_3	R27_4	R27_5	R27_6	R27_7	R27_8	G386_1	G386_2	G386_3	G386_4	G386_5	G386_6	G386_7	G386_8	G386_9
Hn	9.802222457000001	9.721483093	10.13961284	8.843422712999999	8.836562102	10.77219944	8.345111927	8.974363126	8.609196734	8.642461776000001	6.322952817000001	8.025558271	8.257390645	6.36100323	8.340805291	5.248206628	7.165640934	6.5209997060000005	7.208203162999999	8.239818182	6.414852187999999	5.367634084	5.17301371	5.481652886	5.820609008	5.140437508	6.534968085	7.905686159	9.126503271	6.521753134	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.966120222999999	6.925979544	7.296936131	10.26988366	9.354120656000001	7.777717855	8.729641321	6.765374054	9.688893928999999	8.772038343	8.566560607000001	11.81382711	10.88608583	9.975028351	9.061355272	9.557224566	11.073791499999999	9.263459344	8.994642858999999	10.11026802	8.199794899	7.750295875	9.981340936	9.738880111	11.10271174	8.892007479	10.66999734
hop	7.4014103239999995	5.603299207	3.7294216189999996	5.007611168	6.357446069	3.723384788	6.942844355	6.748738166	6.778801576	7.110045391	6.553879577999999	7.0254828	6.903189061	5.923099485	7.29022419	6.68379152	6.942261139	6.459936838	7.052426493	6.76208194	7.3130481839999995	7.137373911	6.606207026	6.381293134	6.769532331000001	7.4506424970000005	7.242263202	7.177111429	7.842486761	6.733961034	6.751039167999999	6.606681993	7.2964882179999995	7.049386953	6.737458144	6.967876949	6.5523810010000005	6.879317541	6.803206547	6.84511064	6.783719343	6.7692826010000005	3.7352235289999998	6.655221915	4.198069223	3.879318132	4.390378775	5.562032599999999	6.115962139	6.941185527999999	7.28387034	6.682554757999999	3.729859204	7.500395752999999	7.3630969020000006	6.5682677410000005	6.195133616000001	4.2466045910000005	7.39489144	3.729550891	3.7649263719999997	3.902527454	6.006928065	6.116604966000001	6.560592111	6.10182713	6.913713515	3.98763886	3.79621289
kis	11.03805845	11.44416225	10.61143316	11.04423516	10.53217695	10.83303065	11.37693771	10.92228859	11.05720274	10.37687176	11.32769469	11.15773612	11.30473209	11.44303278	11.4060117	11.10813859	11.41897815	11.14742117	11.12805227	11.05590784	11.55563476	11.88645105	11.74058463	11.47631337	11.44751733	11.25528468	11.91958439	11.47236917	11.29851565	11.74280915	11.97727272	11.52005262	11.45974385	11.53534696	11.68574876	12.12196251	11.36815707	11.94943034	11.54700288	11.57200387	11.82695496	11.30305066	10.74086156	11.34052687	10.8385838	11.082187199999998	10.92937864	11.02120967	11.46400686	11.23486895	10.82366594	11.46824761	10.67381524	10.23040384	10.24675876	10.76784626	10.77103156	11.00511099	10.58593786	10.23446249	11.33504818	9.794068736	11.65507225	10.2340391	10.76936541	10.92395825	10.895425	10.43079638	9.526189814
klg	9.645122141	10.68030543	10.31564219	9.98959164	9.911036086000001	9.855266351000001	10.53814357	10.20782952	10.46303393	10.87102946	10.90230201	10.82644467	10.68284567	10.92297677	10.85391829	11.02965239	10.25585523	10.75241543	11.00384607	9.948118354	10.90190305	10.18536733	11.1254382	10.34016044	10.23750147	9.741326971	10.76634457	10.08524235	10.19359949	10.32388263	10.8131815	9.919728147999999	10.433866	10.58858278	10.33219993	10.79989403	10.30008067	10.42374396	10.27779007	10.46287231	10.67269702	10.32090682	10.66043976	11.11608487	10.913724499999999	10.24924811	10.0390635	10.38144309	10.79334652	11.13533663	10.86302771	11.02180901	10.0531439	7.085294224	10.03835057	10.19150213	8.706619448	8.283632492999999	10.35005041	9.244763653	9.700228303	10.43551956	8.51145787	6.9741688779999995	8.813608943	10.13952947	9.202083816	9.142942791	7.54542019
Krn	1.7852920280000002	1.7922382540000001	2.142944681	6.2034459989999995	1.796640349	6.286504805	4.399776951000001	3.896885526	5.467862811	6.100239744	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.971817348	4.697197699	5.2131829430000005	4.140302747	4.707271409	6.510271599999999	1.834993631	4.749690717	1.838690792	3.7218337530000003	3.8970660739999996	4.510362695	4.974666202	4.573154522	4.378453236	3.6254744810000004	4.3597074110000005	5.569758193999999	4.097860063	4.709162792	4.322351912	4.719003188	3.975315125	5.335531602	2.389575226	5.5484584660000005	1.958121079	6.503763844	1.8336290000000002	5.948252495	1.842396172	5.673595616	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
lilli	9.049529601	9.788510175	8.668664278	9.617570867000001	8.84837354	8.991713499	9.392422749	9.665697546	10.14111351	9.666928602999999	8.474520698	9.354975498	9.104483293	9.926903449	9.510717389	9.650051153	9.145801088999999	9.832318224	9.73246921	9.314666335	10.83974872	10.46931455	10.55407304	9.753345906	10.27893124	9.875190372	10.45805818	9.962456328	9.514424109	10.6451144	10.40813229	9.749322824	10.09491334	9.989364125	10.61609784	10.68648287	9.793764853999999	10.19728781	10.04801292	10.07427935	10.41251452	9.709766282999999	8.978682919	9.854241946	7.938188531000001	9.31474031	9.47188833	9.252452107	10.00831223	9.161237846	9.278610163	7.883352005	9.137468499	8.82222993	8.369424484	9.609732846	8.731333629	8.317286547	6.724154981	8.022128967	6.74895083	8.032567788	9.517643937	8.727331577000001	8.039862132	9.280495673999999	8.689480497	7.659358386	8.198848249
mbm	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.848290061	2.925176715	4.021804418	3.8440153510000004	4.575018242	1.4592245190000002	3.941009474	4.817315774	5.783341602999999	4.148288593	3.500748792	3.9725151110000003	4.113011019	3.026886553	2.9164913660000003	2.951277857	4.345659693	4.460858569	3.801248118	4.1752372630000005	3.459966957	1.63995407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
me31B	9.874499933	10.13965102	9.493569347000001	8.749859756000001	9.310242456000001	10.35350459	9.316040616	10.08107965	10.32205209	10.24294545	9.691066294	9.882890713	9.78542186	10.15865936	10.25095008	10.00935248	10.4316618	10.29868334	10.02814781	9.946751173	9.795300161	10.106686999999999	9.505041065	9.983826399	10.05776124	10.2927709	9.998882862	10.00311831	9.971281117	9.74164008	9.888494745	10.1452397	10.24992228	10.16115915	10.35155079	9.555232183	10.43623545	9.856763251	10.28824294	10.12285805	10.32672466	10.20319415	9.04923608	9.78463832	10.19561687	8.904223472	9.594336128	9.517839797999999	9.462825439	9.285320152999999	8.819528311000001	9.681224701	8.891314876000001	8.768947557999999	9.919464734	9.695515816	9.252804427000001	9.769607497	9.025344295	7.875893219	8.814219077999999	8.781696812	9.110024793	8.862593364	8.518636606	9.93342573	8.299106012000001	8.04583803	10.19333195
mir-276a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mir-980	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mld	7.799301292999999	7.9526438	9.051979809	9.225389389	8.596663307	7.593948577999999	8.187053963	8.504196625	9.308217358	9.403276416	7.702143192	7.975690107	8.203553157	7.645549658999999	8.29995506	6.034702865	7.941021843	7.444727867	7.558661101	7.381144235	7.9664445310000005	7.899625914	8.400568532000001	8.019700237999999	7.922643517999999	7.631607186	8.593199464	7.696397799	8.288787418	8.312831381	8.157884494	7.886908576000001	7.758400497999999	7.759189023999999	7.966168382	7.9093492979999995	8.001196128	8.402393556	7.528348487000001	8.041893975	7.542994311	7.355253401000001	4.692770175	7.666306621	8.291609969	7.1223482570000005	7.66788183	6.912847805	4.92181552	6.433195692999999	7.592617543999999	6.59551038	4.689806669	6.851641119	7.485514482999999	4.86602864	4.795579176	7.6367973010000005	4.70873198	7.6111209639999995	4.827060272	4.69837997	8.913092514	6.7468726089999995	7.284996141000001	7.173624608	6.169688913	5.675618036	4.890668667
mnb	7.786136833	8.883635359	8.514805855	8.987434299	8.48161676	8.438485095	9.663433568	9.159780909	9.345028739	9.722392155	8.369043767	9.53744027	9.271081015	8.972978129	8.626488955	9.381624231	8.86558187	9.489727149	9.653778984	8.756266235	9.791412342000001	9.310520549	10.12511439	9.261796907	9.350521585	9.236309579	9.998695861	9.436584335	9.29967233	9.803328906	9.552688935	9.113361796	9.569842096	9.430042974	9.668015685	9.805637047000001	9.265363985	9.635416044	9.277658064	9.510871293	9.536863122	9.284705325	9.773103394	9.791457526	8.39672284	7.929218464	9.127855508	9.462109952999999	9.309721376	8.976420961	7.287497763999999	7.80684219	6.451509372	8.604040864	8.088863549	8.84824183	8.363479587999999	8.541014379	7.190958492999999	9.43266932	7.282381677999999	9.534070931	8.718307865	8.320449627	8.681762239	8.562667138	9.013924272999999	6.970136724	7.455546531
Mob2	8.661877462	9.222350302	9.161508951	8.794568107	8.601639147	8.135256194	9.630816418	8.880055205	9.055767097	9.476952651	9.483498857	9.143982008	9.612561539	8.905776922000001	9.51024523	9.231933308	9.399770573	9.440210723	9.25294163	9.093106623999999	10.35307406	9.934458097	10.14925481	9.759870139	9.958179075	9.719794509	9.918765919	9.791323199999999	9.523124943	9.998675954	10.23226321	9.686836138	9.3276007	9.702637921	9.634429347000001	9.900987688999999	9.49013847	9.773087005	9.466461362	9.675252614	9.707554539	9.362928763	10.0649408	9.982653651	9.697046261	10.0937903	10.45483211	10.86401738	9.493306243	9.892159781	10.36132762	9.884112595	7.578437584	9.309141155	8.930906159	9.69796396	8.937060613	10.26393023	8.139028016000001	8.687951893	9.019106472	10.36818672	10.24266396	10.05206547	8.71633878	10.06153138	8.590778654	10.56864796	10.59887006
mol	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mura	7.66393726	8.023904595	8.360181987	8.413166066	8.201746984	5.254486682	9.019556441	9.110078877000001	7.51031163	7.090508183	8.809404291	8.898767565	8.482345515	9.197851052999999	8.655674158	8.471636756	9.046522045	8.781496147999999	8.440103179	8.7609739	9.926767759	9.26818559	9.855615614	9.465710917000001	9.554322607000001	8.708457317999999	9.916124984	9.82067588	9.696340553999999	9.900853663	9.769872682	9.660636365	9.623772049	9.424286227	9.347867496000001	9.922297528	9.131729665	10.08575716	9.315338374	9.501983958	9.447206378999999	8.986084271000001	8.150730219	9.22240917	7.076659883	7.829848534	8.942567831	8.598535395	8.909171988999999	8.565768361	8.284865825	8.238969086	7.569547056	6.388731305	7.34753482	9.086730015	5.229593758	8.162441099	5.444205585	9.668833062000001	8.866416145	7.220989845	8.431559284	8.385239733999999	6.935664225	5.93516315	8.563034256	7.627336102	5.245795719
N	7.638796752	7.9363062929999995	9.173625057	7.083605499999999	8.202747781000001	8.372544993	5.621697772	9.143519049	8.095312612999999	8.932756482	7.915465708999999	8.773573585	7.787181068	7.394299866	8.702861407	6.982651024	8.320871731	7.375468326	8.24173997	8.61351959	8.522930501	6.93156966	8.259738813	7.641222212000001	7.762581282	6.7199858279999996	6.437847978	7.080729672	7.85482425	7.306347982999999	7.825475177	7.904913317	7.212279845	7.686225362999999	8.48350668	7.7419422739999995	7.909440547000001	8.169424936	7.52637454	8.093540048	8.117184441000001	8.376843563	7.401093767000001	8.884737796	5.647262484	8.112499075	9.705966434	9.05884585	8.454231871000001	7.210325728	8.275123926000001	8.357221039	8.264134805	7.203057625	5.6974245539999995	7.430366957	5.622131556	7.329060738	7.504233758	9.359981416	9.668920762	7.705786742999999	6.741648522	7.337028145	7.662707058	7.581808905	8.138988192000001	8.474742775	9.215818935
nemy	5.320890272	6.963417809	1.88410449	4.108472744	6.081140034	6.20661165	3.647420875	4.20316144	1.860849535	1.922418807	1.824468189	4.386666627	3.785763535	5.238389928999999	6.270100731	5.3412690860000005	3.192220415	4.133011881	4.785247192	5.0949237	4.9967615510000005	3.005265	5.176003061	5.279311777	4.598997525	2.55408846	2.800655815	3.967994861	5.823815982999999	4.2333692560000005	4.320137918	4.21127356	2.956887943	3.6712801919999998	4.65057164	3.662777156	4.484496042	4.798966587	3.630049835	4.362570251	3.492385348	4.4501196169999995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
neur	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.511989239	5.816821549	6.159499819	7.501752328999999	6.740476107	5.688723155	7.826849611	7.424949666	6.014687565	6.4660560579999995	8.07024898	7.993635502999999	7.947862939	7.353931062000001	7.568859993999999	6.737923665	6.892680651	6.902983157	6.974785337999999	8.172032866	7.452515677	6.97174648	6.547346654	6.651488228	7.1280151720000005	7.8546360779999995	7.015395609	7.461319007999999	6.837529767	7.354774024	7.368761897000001	6.452575391	6.38455401	3.9843291080000003	7.83096578	8.44753634	6.718456356	5.541592457999999	7.821307357	6.6308794220000005	4.48628348	4.282635779	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.6182379210000004	3.595355405	3.5792450369999997	3.674655767	5.591863637	5.629392976	3.6262169760000003	7.328356911	3.6544207589999997
Nf1	8.625435515	9.069437146	9.795052692	10.10672746	9.760630719	9.087059196	9.877692006	9.50773933	9.536052828999999	9.703600519	10.02284743	9.87944704	9.631149691000001	10.15659356	10.4194935	10.09722484	9.880540709	9.70179779	10.15485476	9.928925637	10.22943474	10.06212881	10.10795081	9.734132994	10.09495084	9.137482623	10.18792203	9.728743717999999	9.52296998	9.988311186	10.02113569	9.585152809	9.670788451	9.942286203	10.06382296	10.46818052	9.710554397000001	9.98079792	9.80480667	9.834422896	10.11687481	9.621839657999999	10.06238519	10.214514300000001	9.488961344	10.09068049	9.911411323	9.600318102000001	9.35511613	9.795658378999999	10.24494634	10.5700846	9.971363905	9.624898117	9.335997402	9.310946044	9.297115866	9.873451234	8.63378073	10.06065003	10.62253547	8.663208608	10.77997091	9.488505432	9.424019337	10.53900866	9.079802096	10.18597458	9.152017087
Nipped-B	10.23526169	11.05673435	10.64180773	10.94299534	9.988743454	10.28230143	11.1091519	11.01746067	10.71342842	10.65753829	11.29096718	11.38040151	11.24004873	11.07571609	11.1989202	11.26261942	11.36144584	11.61662616	11.40430944	10.70031446	11.90256674	12.20270331	11.93626861	11.6535043	11.80555274	11.48689884	11.93798125	11.47638647	11.90367834	11.83543222	11.80300514	11.50652307	11.68302504	11.73655538	11.96392291	11.84054559	11.76013245	11.711716599999999	11.82787131	11.89964002	11.88638228	11.44086018	10.97107126	11.29249548	11.03588269	11.05385666	10.83795526	10.59192629	10.32571797	10.85992108	11.0932435	10.26580201	11.37271255	10.79316776	10.08332049	10.84693433	10.8251177	10.64771209	11.17725723	10.53945487	11.37158508	10.06014428	11.55629594	10.70714411	10.91617306	10.50142273	10.3217587	11.04775863	8.680659306
Nmdar1	6.872502152000001	7.4722046010000005	8.061574514	7.268492309	8.347456075	8.615209477	8.838458937	6.453671529	8.097045042000001	8.486006479	8.092453472999999	8.044089555	8.01589053	8.333298508	8.268686679	8.192179188999999	7.290796927000001	7.09728186	7.892713265	7.67972671	9.294656906	8.462144246	8.881548065	8.216866662000001	8.536455533	7.567460272999999	8.540636663999999	7.889867868	8.909753305	8.970665988	8.536390227	7.746935637000001	7.409164641	8.368977666000001	7.780218379	8.676878307	7.814000462999999	8.121970936	7.513518072999999	8.129357833	8.36747409	7.779483191000001	8.102633982999999	9.426690723	8.45925383	9.117951217	8.196718095	8.184445581	8.886098869	8.507476712999999	8.881691337000001	8.542617159	8.296699687	8.683862752000001	8.809063716	8.479246265	8.653102253	8.837817169	4.265523625	9.611000807	9.174092294	6.817572988999999	7.816009372000001	7.758301426	8.020962563	8.644254969	4.272069824	7.797043582000001	4.510951209
Nmdar2	2.33872586	2.9119890460000004	5.500277229	5.365650037	5.848952416	2.8189507160000002	3.7859429189999996	4.1724240880000005	3.646133135	2.772194948	1.7191186930000002	6.335989672	6.661498814	6.70450586	1.536594948	5.21603835	7.225290976	5.324623154	5.57209795	5.3360554680000005	4.0529813610000005	4.445402509	5.472037472	5.064091793999999	4.710185888	1.549013793	6.147007922	5.295310033	3.8263712	3.089174629	4.685395449	5.8008531979999995	6.030717365	4.767032042	4.899311174	4.685879917	4.894870238	5.978863632	5.355820466	5.396673425	5.687038257999999	4.877085404	2.939613422	5.62410466	6.367947452	2.7163065289999997	6.075444632000001	5.131234128	3.9611601610000005	5.585882185	3.083045595	7.034722952999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Nrx-1	6.821562542000001	7.527433686	8.145711206	7.689943252000001	8.113468135	6.407108762999999	7.554035337	8.495170271000001	7.840823017000001	7.4760991820000005	7.949474184	8.013985985	8.652116196	8.742355184	8.435420553	7.874945821	8.559845948	8.493103182	7.644086958	7.957821291	9.521812471	8.228936205	9.832177888	8.932249299	8.206745137999999	8.757706807	9.511124575	9.461948312	8.855441543	8.880250604	8.974990873	9.097038156	9.136359591	8.507867048	8.06858091	8.399708035	8.505255277	9.533002376	8.682169492	8.614408187999999	8.360726372	8.30464834	7.389819002	8.64906275	7.53453608	6.844282362	7.896475297	7.654042691	8.887281725	7.726091059	7.892321531	7.172489685	6.966547076	7.344066252	6.356463305	8.369707129	7.736780915	7.212995877000001	4.894131659	6.005344861	5.634635492999999	4.523376508	5.640933082999999	6.2595027960000005	7.164488703	6.279873107999999	7.064586307999999	8.899273303	4.552029281
Nsun2	3.399791535	6.9411265989999995	4.343556125	5.369243121	6.078961463	2.456667349	2.031572684	1.950321339	1.954328378	4.69443761	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.891151865	3.308024778	3.2536371369999997	4.5777564360000005	4.076767907	2.247460006	5.112637428999999	5.502850131000001	6.098062842	5.252996281000001	4.303939526000001	4.817566395	5.108839833	4.484659263999999	4.455759078	3.859922231	4.9741310180000005	5.250616148	3.1236465719999997	3.820421503	4.616374985	5.09836266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.077179545	2.023915227	6.047848484	1.954067809	2.782166142	1.9955391690000002	6.931025087	1.9580206869999999	4.683279054
Oamb	6.641979384	3.534428513	7.706268885	7.910827488	5.913938746	7.160614563999999	6.839557596000001	6.381755532000001	6.897300528	3.552396368	8.168968666	8.198226583	7.629329072000001	7.780973027000001	8.323630975	7.737283205	8.206233653	8.149235763	6.948099984	7.62489545	9.879933481	9.222208056	9.957945138	9.133265491	9.106804549	9.125052502	9.221681966	9.65290052	9.742032255	9.74813038	8.886111895	8.413282511	8.426909062	8.495008791	8.472790537	9.011585803	8.210126447999999	9.264813252	8.244432021	8.492561817	8.466793937	8.281060918	7.7584989570000005	7.484012292999999	6.830009919	5.653703988999999	7.082105563	6.642175653	7.576379583	6.224432352999999	4.1175013069999995	3.6627106169999997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.284574727	3.555444362	4.676507032	3.8991275030000003	6.626177832000001	7.350252209	8.239065566	4.057244696000001	3.615747523
orb2	10.80484108	11.87233837	10.986205199999999	11.954438099999999	10.56311165	11.38393611	12.78246199	11.61919392	11.19215024	11.67388582	12.22669658	11.9190088	11.60184421	11.55682559	12.28364816	11.86190147	11.57199983	11.65681637	12.0574005	11.39404663	12.71029618	12.46996056	12.60310929	11.99408906	12.37231288	11.543084599999998	12.58218093	11.72437438	11.89929109	12.50464638	12.52987177	11.50634078	11.80322622	12.25361721	12.32719872	12.72303486	11.835334300000001	11.99829462	11.81821232	12.187654400000001	12.29089025	11.63989829	12.15622642	12.55070002	11.82601055	11.50418679	11.30723873	11.77171928	11.61061484	12.23696101	11.78279067	11.45603714	11.60147047	10.90331354	11.43992434	11.7214019	11.39818644	10.49858584	11.17630524	11.76120197	12.50094005	11.40908952	12.22242259	11.44934463	11.39268808	11.57891867	10.8388018	11.02139972	11.036515300000001
osk	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.012583662000001	7.20052031	5.316849967	3.831007645	3.834204333	3.84943221	4.140480944	3.832729734	7.431357619
per	4.5595176980000005	1.358000186	2.978777685	6.136072013	3.450993504	3.8696828880000003	2.247804649	1.334460955	5.961111207	5.800771471	2.871972118	4.109797492	4.966028232	1.318445092	4.2501748280000005	3.478057707	1.650882519	3.870762772	2.9004310789999996	3.151124826	4.377471067	4.240094816	5.013559998	4.841561069	4.0848305510000005	3.597139228	4.760836925	4.904322868	3.9877471069999997	4.575527695	4.556203148	3.38079277	3.707783972	3.699605255	3.6025865539999997	3.575413125	4.1848229560000005	4.000337755	4.084804317	4.344202762	4.250440907	3.8578265	4.639393075	5.950331526	1.363161465	1.3918573230000002	5.777013984	5.76181678	1.3988844809999998	3.329843414	1.4075454719999998	4.710863376	2.24026131	1.369336361	3.850830718	4.67809799	6.923121478	1.378133546	6.169359435	1.3635821819999998	5.14878495	1.410898536	1.3698950159999999	5.4478198429999996	1.6960086319999998	1.381513245	1.484058325	3.9993070160000004	1.5457158969999998
Phm	10.94677642	10.85425149	10.70000957	10.94776783	11.52017447	9.867231143	10.22050302	10.75371335	11.72628533	11.15350332	10.52396383	10.37208318	10.8342551	10.88186526	9.780157582000001	10.49816614	10.12754343	10.01669105	10.53540832	10.3792201	9.598474662000001	9.69470042	9.874934434	9.917596841	9.890538337	10.85655231	10.00284437	10.30646735	10.30150397	9.870783448	10.00027094	10.63556323	10.7048479	9.967190647999999	10.04238649	9.851560907	10.34986762	10.53610493	10.48208154	10.25466971	10.02968262	10.58927319	10.15253099	10.00998183	10.63985052	8.991520592999999	10.0849039	10.26652619	9.764733694	9.789179948	10.43050778	10.5121712	10.48683931	8.911422526	9.556226376	10.19296259	10.2047769	8.726346195	9.654705955	10.27081181	10.22514267	8.793956768	8.229637052000001	10.75953425	9.813370626000001	10.27224497	10.03498779	9.051560696000001	9.755488977
Pink1	6.759618954	8.553575344	7.8296775	8.7338913	5.474287979	8.884274503	6.302046754	8.401255679	7.267960400000001	7.89947171	7.11752651	8.609722423	9.147563259	7.831920537	6.4578261260000005	7.739002838999999	7.57528574	7.479964784	7.185130866000001	7.906040245	7.738034031000001	7.30520501	7.845346178	7.8120651489999995	7.352954727	7.078137967999999	6.94089015	8.428600279	8.228212955	7.312053548	7.419934924	7.773690723	7.629608502000001	7.191549902999999	7.186236235	6.616083199	7.120278604	7.980725957000001	7.1499530810000005	7.016015038	7.071981711	7.471586092000001	8.100026456	7.463319539	7.219552642999999	6.45721852	6.828738547	7.812488054	6.092740397000001	6.307102691	5.268197942	7.617592674	8.514437391	7.134078693999999	6.7678313679999995	5.032306785	7.117180505	8.131560852	5.045680169	6.256444776	5.861442423	8.911513445	7.013775044	6.448905977000001	6.977025767000001	6.818284085	7.874948225	7.178584531	9.343227843
Pka-C1	10.8282797	11.22361149	11.16541009	11.44537339	10.29373071	11.49341579	11.74935758	10.47819627	10.81966281	11.26673511	11.43140384	12.0008449	11.81468754	11.65873472	11.49446154	11.49741945	12.82423835	12.29825082	12.34965013	11.67151111	14.04239195	14.16845671	13.99925429	13.38058842	13.96089369	13.50591397	14.07487384	13.53970839	13.61336112	14.29082711	14.02632013	13.33340689	13.39859922	13.675781699999998	13.84289158	14.35414657	13.40225451	13.72947617	13.45539424	13.63432787	14.08961375	13.40729648	11.9473234	11.53628617	11.65754057	11.01350552	11.38919364	11.59979892	11.50032449	11.53856255	11.21561128	11.84180646	10.59687892	11.38782504	10.67421101	11.46055582	10.85207449	11.42080963	10.94933942	10.86425732	11.04137316	10.88826106	10.88865567	11.08540678	10.73256519	10.98873624	11.09767037	11.13179866	11.53228944
Pka-R1	9.973493021	10.08212576	10.1294739	10.44887371	11.06809341	10.20205091	10.98952129	10.50789724	10.47598818	11.18653537	10.71979327	11.26151635	11.24711032	10.72747696	10.24264216	10.68398949	10.91878462	11.48380356	11.48398448	11.07083377	12.12840828	12.11890828	11.85739933	11.56696094	12.04346759	11.36647705	11.77221384	11.79022501	11.53129736	11.88835533	12.0507354	12.18767759	12.06674416	11.97699095	12.18985866	12.14969808	11.9033412	11.9202944	11.68685435	11.97848668	12.10999685	11.7874875	10.5938235	10.01727806	11.00370599	9.912957747	9.610771931	10.36061175	8.960854402	10.24727626	10.22987777	9.937392655	10.32666783	9.61919252	9.846641705	9.264103353	10.46856614	9.838545331	10.19884293	7.975317457999999	10.91147303	10.3948321	10.44696985	10.73337162	9.374507292	9.304995997	10.33425612	10.29642875	8.748176127
